id,place_id,name,street_address,city,state,zip,latitude,longitude,phone,website,yelp_id,bean_cheese_likelihood_score
a3ad9b44-5641-477e-bb9c-50ea6a0d5e7d,ChIJ_7QScgX1XIYRliT1dl-k9xI,Velvet Taco,103 W Grayson St,San Antonio,TX,78212,29.4449,-98.48178999999999,(210) 960-5650,https://www.velvettaco.com/location/the-pearl/,,2
f4e5fe1f-1bc5-416f-8e13-5cd5b5e5d5a3,ChIJIefhSL5fXIYRifMm3165EAI,Taqueria El Charro Tapatio,4600 Blanco Rd,San Antonio,TX,78212,29.4900369,-98.5074004,(210) 340-2650,http://www.taqueriaelcharro.weebly.com/,,2
5f5632a5-69a4-461b-af3a-fd91ee1ea86e,ChIJ-RykXztcXIYRvXPZRuYrUKk,Taqueria El Rodeo De Jalisco,4044 Culebra Rd,San Antonio,TX,78228,29.448167,-98.584401,(210) 432-8984,https://taqueria-el-rodeo-de-jalisco.shop/,,2
14fe71e9-1816-4d36-bae4-f8bdf8cfa286,ChIJ5W-TwrZeXIYR8llyUjDMONs,Mexico Taco Mexican Restaurant,203 S General McMullen Dr,San Antonio,TX,78237,29.4289678,-98.5545811,(210) 432-5594,,,2
3f8ecdc1-d71c-41f0-8cac-d8c3f65d3d2e,ChIJNfpp9-71XIYRZG7-38jT2bg,Taco La Gardenia,1805 N Pine St,San Antonio,TX,78208,29.441719,-98.470396,(210) 229-9702,,,2
9530a267-49c9-402f-a3f0-345d1e48bf25,ChIJJ8ulCAtfXIYRk7iijuYatLo,Rolando's Super Tacos # 1,919 W Hildebrand Ave,San Antonio,TX,78201,29.4667244,-98.50866409999999,(210) 549-5950,https://maricelarmendez.wixsite.com/rolandos,,2
4a53a527-43e5-42d4-bc2c-e7c30645fbfe,ChIJZfIEkk33XIYRC9ivZUxk1QM,TAQUERIA ELRANCHERO DE JALISCO,502 Porter St,San Antonio,TX,78210,29.4055553,-98.4610455,(210) 534-0180,,,2
24e6c107-b592-49d4-9aad-b6a4a73589c9,ChIJ2QtxuKj2XIYRneX8NE7NdGg,El Gran Tapatio Mexican Grill,319 S WW White Rd,San Antonio,TX,78219,29.4256995,-98.4058974,(210) 359-1313,http://www.elgrantapatiomexicangrill.com/,,2
95ef58ca-7390-4d2f-b669-38531e8678d2,ChIJQTSdOqpcXIYR0cq0mIk4LhI,Taqueria La Tapatia # 8,3555 Fredericksburg Rd,San Antonio,TX,78201,29.4770336,-98.5392727,(210) 732-2000,,,2
6f15bd88-4e23-4cc7-a1c5-7d5c00d87e80,ChIJqyo7UGBfXIYRr9S4NmOFXjU,Tacos El Regio - St Mary’s,2726 N St Mary's St,San Antonio,TX,78212,29.4508395,-98.4863396,(210) 782-2272,https://www.tacoselregiosatx.com/,,2
632ee0e0-5104-4a42-95fc-e7d779bb3ba6,ChIJ9bDCHvZYXIYRD2LMUGKegeE,Las Cazuelas Restaurant,645 Chalmers Ave,San Antonio,TX,78214,29.377843,-98.5128684,(210) 932-1785,http://www.lascazuelassa.com/,,2
229cf6bf-d9b0-4adf-8d6e-7068c289368a,ChIJEy-GVd31XIYRng_kK0YcQ48,Taqueria Mi Chapala Jalisco,1808 N New Braunfels Ave,San Antonio,TX,78208,29.44064079999999,-98.4607772,(210) 368-2966,,,2
cd8fa269-957b-448b-8ca7-417c00f9caf8,ChIJ43ZjgK5ZXIYRoWtzVvQ5ebs,Taqueria Rello,1522 W Southcross Blvd,San Antonio,TX,78211,29.3678855,-98.5338033,(210) 932-2009,,,2
cb9d4945-ae5c-496b-a51f-3ef08134b558,ChIJqSZhsmlYXIYRlP-orSPyCaI,El Sol Mexican Restaurant,1815 Pleasanton Rd,San Antonio,TX,78221,29.3637019,-98.5042447,(210) 923-5553,https://elsolmexicanrestaurant.cfd/,,2
2b0c6d3b-a640-48c8-8d2b-3eb585fb5afb,ChIJcaj5bmFfXIYR6Il-Ml_C4q4,Los Chiles Mexican Restaurant,341 St Cloud,San Antonio,TX,78228,29.4598623,-98.550257,(210) 233-6249,https://loschiles.top/,,2
c8fd28db-c894-409b-92d9-4c4cd92b3d51,ChIJM-uz1d_3XIYRjTtBKc1JsWw,Taqueria Nuevo Vallarta,3451 Roosevelt Ave,San Antonio,TX,78214,29.3567033,-98.4816907,(210) 923-3058,,,2
db07eafb-4078-4e9c-bd10-01d1611d90a0,ChIJlQ7EtKFfXIYRy0IQ5rzY2Ew,Plaza’s Mexican Restaurant,1516 Basse Rd,San Antonio,TX,78213,29.48825369999999,-98.5086429,(210) 735-4512,,,2
c596708d-42e8-471f-8ff6-52e3e008cbfa,ChIJBXcgORX1XIYR-RCPCl-kZJI,El Vaquero Mexican Restaurant,8014 Cross Crk,San Antonio,TX,78218,29.5108285,-98.4026105,(210) 251-4970,https://elvaqueromexicanrestauranttx.com/,,2
0102e612-e5b7-42f7-b5ce-4ee0cb5c68e4,ChIJI0rLeDT2XIYRdm5VWNBNOj0,Taqueria La Tapatia,538 Fair Ave,San Antonio,TX,78223,29.3839312,-98.4676181,(210) 532-9395,,,2
a7173f5f-d363-475a-a9ad-62f4aa1b3287,ChIJV6cDac72XIYRPSVNGFQ494o,Taqueria Hacienda Mexican Restaurant,4535 Rigsby Ave #101,San Antonio,TX,78222,29.3987104,-98.4030688,(210) 277-0125,,,2
5359c241-4fd0-40ff-b9b7-e5ab2f25e85c,ChIJ9Rzk6KleXIYRiDDBGxo8hyI,Chelita's Mexican Restaurant,550 Old Hwy 90 W,San Antonio,TX,78237,29.4271157,-98.5713339,(210) 687-7237,https://m.facebook.com/profile.php?id=1594041214181428&ref=bookmarks,,2
45490bbe-f112-4cd3-a874-31cc57da7f76,ChIJqSnv5AL0XIYRqh3wGqqdU-Y,Lazarita's Mexican Restaurant,166 S WW White Rd,San Antonio,TX,78219,29.4289079,-98.4052249,(210) 337-4180,https://forms.gle/ZRDomgYvmmuW33Ct8,,2
b64748c1-f132-4b6f-bb6b-d9deb6ba9600,ChIJFcl00xRYXIYRe8TeawlUkT4,Rolando's Super Taco,93 Shasta Ave,San Antonio,TX,78221,29.3552085,-98.5030304,(210) 927-9449,https://rolandossupertaco.shop/,,2
8ecda410-b9f3-41ee-88dd-87f907494b45,ChIJI_QBI_ZfXIYR8O3KEYFKG7g,Chipilos Mexican Cuisine,814 West Ave,San Antonio,TX,78201,29.4701675,-98.52571619999999,(210) 437-4505,https://chipilosmexicancuisine.com/,,2
586f65ec-a51f-4645-9d56-64aeab39a3d0,ChIJQwUIhAxYXIYRct8vuldW4Bs,Taqueria La Tapatia,6731 S Flores St,San Antonio,TX,78221,29.3537679,-98.49017350000001,(210) 924-6181,,,2
0c0071eb-887a-4815-af0b-45af51b64bd8,ChIJ1XBlyhZfXIYRpf-HLh6lQwE,La Capital del Sabor,502 Bandera Rd,San Antonio,TX,78228,29.4521755,-98.5477444,(210) 200-8901,https://lacapitaldelsabortexas.com/,,2
1f2296ab-f1ba-451b-b379-c6c500501abf,ChIJvSoZnUxZXIYRszMF4SIYOCk,Taqueria Vallarta # 1,829 S General McMullen Dr,San Antonio,TX,78237,29.41908979999999,-98.5557886,(210) 432-8832,,,2
9b90d614-67e8-42c0-bf09-6aee41886eac,ChIJu0zr0FFZXIYRZwU2glG-uMk,El Alteno Mexican Food,7135 Somerset Rd,San Antonio,TX,78211,29.3560388,-98.55066459999999,(210) 314-5972,,,2
edb64bdb-e8e2-4ba1-a947-a292d741eae5,ChIJv7ioZzz3XIYRAMC1z7euYI4,Vallarta Taco,1818 Goliad Rd,San Antonio,TX,78223,29.3683861,-98.4429586,(210) 333-8226,,,2
5952c58c-df15-4021-8949-d01aeef27244,ChIJn20g9SL3XIYR76DVjKKiDhI,El Bracero Mexican Restaurant,3939 E Southcross,San Antonio,TX,78222,29.3751901,-98.4166747,(210) 337-1686,http://el-bracero-mexican-san-antonio.poi.place/,,2
b867b3a7-4b62-494a-8cd5-67ac61668b35,ChIJqSHsAU5ZXIYRAsljwoAjszI,El Puesto Mexican Restaurant #1,1504 Castroville Rd,San Antonio,TX,78237,29.414755,-98.561106,(210) 433-1901,,,2
9e2dd507-959a-4242-b5f3-512f0b58f183,ChIJIXfcctVfXIYRLtccs6JUX2M,La Comarca Mexican Restaurant,5131 West Ave,San Antonio,TX,78213,29.5144564,-98.5264115,(210) 340-8050,https://lacomarcamexicanrestauranttx.com/,,2
e285bc8e-f4ac-4ae9-aa67-82fa720f00ff,ChIJP6eVIJ5ZXIYRkwZJ9XBViOA,La Quintana Mexican Restaurant,1402 Quintana Rd,San Antonio,TX,78211,29.3751106,-98.5539972,(210) 745-0302,https://www.facebook.com/LaQuintanaRealMexicanFood/,,2
76ad9be3-5d87-4395-836b-fb80f67f3162,ChIJo4wIZRNeXIYRSge8MCAB5-Q,Taqueria El Rodeo De Jalisco,3802 Northwest Loop 410,San Antonio,TX,78229,29.4922104,-98.5561829,(210) 733-6776,https://taqueriaelrodeodejalisco.shop/,,2
d6291d21-37bd-4392-9671-76c28f8d2b27,ChIJc_SgJQBfXIYREv6k4O0f1mU,Taqueria La Milpa,114 Fredericksburg Rd,San Antonio,TX,78212,29.44261599999999,-98.5043219,(210) 370-3033,,,2
6b64f13d-14b3-4969-9b58-3e12869bfd93,ChIJ4WhbDctfXIYRkYFIHoaxNBA,Taqueria El Gallo De Jalisco,3615 West Ave,San Antonio,TX,78213,29.4961866,-98.5265739,(210) 342-4855,,,2
e489a365-984a-4427-9c85-1cce1938233f,ChIJPZ6qKdT3XIYRIoCnd7bysH0,Taqueria Guadalajara,2702 Roosevelt Ave,San Antonio,TX,78214,29.3742515,-98.4809994,(210) 532-5500,http://ordertaqueriaguadalajarasanantonio.mobile-webview8.com/,,2
8bd6d0d5-6a98-4199-a7de-43ad05bd301b,ChIJMdz5gJP3XIYRFRK6h2LuZ2Y,Taqueria La Perla de Jalisco,2255 SE Military Dr,San Antonio,TX,78223,29.3521693,-98.4593414,(210) 532-5550,,,2
761879c9-28ab-4211-b49f-7d41b7b16175,ChIJdU35WABZXIYR68wLXqNfD7o,Taqueria y Restaurant Los Jaliscienses #2,3423 Pleasanton Rd,San Antonio,TX,78221,29.344919,-98.504212,(210) 248-9388,,,2
f56b07db-d36e-488c-818a-36006c622bb3,ChIJ_VEpvcBYXIYRVcoxBoL_0CA,Taqueria Los Potrillos,715 Nogalitos St,San Antonio,TX,78204,29.4056091,-98.5071519,(210) 226-5408,,,2
c24e5587-f744-4b25-ba8b-b23dffe8cd4c,ChIJF884F55ZXIYRk_jCpvRZSqw,Taqueria Lupita's Mexican Food,1502 Quintana Rd,San Antonio,TX,78211,29.3744152,-98.55454329999999,(210) 923-2244,,,2
692cdcfa-23fe-4da5-8ab7-521b6223fe57,ChIJp6PpAy_3XIYRHPh7obpH7jw,Taqueria Los Potrillos,3023 S WW White Rd,San Antonio,TX,78222,29.3761559,-98.40479619999999,(210) 359-9774,https://www.facebook.com/los.potrillos.16752,,2
6bd13596-c221-449f-aa26-68aa3d6ad841,ChIJr67ZQvJdXIYRYO-qj_qL2_I,Taqueria La Tapatia,2320 Babcock Rd,San Antonio,TX,78229,29.504712,-98.585183,(210) 442-8013,,,2
10df9337-bd74-433b-b866-84cf105593bb,ChIJxZRHJaJfXIYRxqDmROeBJ0I,Taqueria Vallarta,3219 Blanco Rd,San Antonio,TX,78212,29.4766277,-98.50818249999999,(210) 737-0797,https://taqueriavallarta.shop/,,2
d02923c9-d387-49ed-80cf-c9528df18829,ChIJeXyV4_D3XIYRxGnRauGJ-bM,Taqueria La Tapatia,4731 Rigsby Ave,San Antonio,TX,78222,29.39872459999999,-98.3985223,(210) 333-9885,,,2
c764339a-d9cc-466d-96d6-a626fb1e723f,ChIJsQ3E6gJhXIYRvl48oryB_mM,LOS PINCHES TACOS,3850 Culebra Rd,San Antonio,TX,78228,29.44963049999999,-98.5796888,(210) 269-5261,,,2
24762cfa-eded-452c-84e2-4c8a41097233,ChIJ2UTItThfXIYRdOaiAVJf1yw,El Noa Noa Mexican Cafe,1502 N Zarzamora St,San Antonio,TX,78207,29.4430149,-98.52501439999999,(210) 475-3228,,,2
9a4ff0c8-09b4-4208-a5fa-24d44b1d8cad,ChIJt2376X_1XIYR4CE6LMox8RQ,Lupe Tortilla Mexican Restaurant,255 E Basse Rd,San Antonio,TX,78209,29.4969848,-98.4797006,(210) 446-4081,https://tex-mex.com/sanantonio-quarry/,,2
f6bf7861-c16a-430a-817b-e0760982e8c4,ChIJyfN-w2FfXIYRCY6qYXMN3c4,El Milagrito Cafe,521 E Woodlawn Ave,San Antonio,TX,78212,29.4526748,-98.4850889,(210) 737-8646,,,2
f01aab38-71d3-48f9-8970-23394cdf6284,ChIJ5RKHRaX0XIYRDdC_cjKSvuc,El San Luis Mexican Restaurant,4455 Walzem Rd,San Antonio,TX,78218,29.5105285,-98.40565819999999,(210) 564-0644,http://orderelsanluismexicanrestaurant.com/,,2
6a510c66-a4bf-4245-9961-788ed46a6b11,ChIJkSYBFrBeXIYR2Zs2mWzphQM,Tacos Martinez,5034 W Commerce St,San Antonio,TX,78237,29.4310991,-98.56014379999999,(210) 436-1729,https://www.facebook.com/profile.php?id=100063493873117,,1
d2d07b4e-a0e3-48ca-b3b4-5a291fd69aa4,ChIJg68dNJf1XIYR2iRx__jz_Os,Taco Broadway,3610 Broadway,San Antonio,TX,78209,29.4596519,-98.46752029999999,(210) 758-5231,https://www.facebook.com/carnitasypozole/,,1
c32fee81-e268-4881-b9c6-405890d9bf58,ChIJvyvij1nzXIYR0beoUzMPuMI,Benny's Tacos,5050 Walzem Rd,San Antonio,TX,78218,29.5099447,-98.3915274,(210) 655-8646,,,1
1db92989-a07a-40f7-b8d0-62f4631c27e5,ChIJKYclHMT3XIYRxl5podSxZ1k,Con Huevos Tacos,1629 E Houston St,San Antonio,TX,78202,29.4253072,-98.47192,(210) 229-9295,https://order.toasttab.com/online/con-huevos-tacos,,1
8dea0cb5-5939-4a5d-878a-ea6f1bf563e5,ChIJedNDerhYXIYRuOyvrAkiN1g,Eddie's Taco House,402 W Cevallos,San Antonio,TX,78204,29.41063879999999,-98.50588429999999,(210) 222-2400,http://www.eddiestacohouses.com/,,1
99dfea84-5471-4170-a361-44d2e8828010,ChIJvevCuY1ZXIYRvCbgdWpJQdM,Tia's Taco Hut,8514 Interstate 35 Access Rd,San Antonio,TX,78211,29.339529,-98.5533523,(210) 267-1265,http://www.tiastacohuttx.com/,,1
59796c30-458d-4603-b564-85e83b12df59,ChIJ1-iBuhZiXIYRIztOxKncwPU,Taco Palenque Broadway,1002 NE Interstate 410 Loop,San Antonio,TX,78209,29.5155699,-98.4593342,(210) 826-5313,,,1
e69c00f9-198e-4add-9789-e275d9979e30,ChIJ27zFHG5fXIYRndWN0DZXT30,Tia’s Taco Hut,1203 N St Mary's St,San Antonio,TX,78215,29.4343458,-98.48624749999999,(210) 248-9533,https://www.tiastacohuttx.com/,,1
8128a382-e0f9-4b70-8e79-9731a66977fa,ChIJY9NB3ML3XIYRlT3QphEal2k,Taco Grill,4043 E Houston St,San Antonio,TX,78220,29.425081,-98.418911,(210) 810-6915,,,1
cfad80b5-f3dd-44e3-ba69-5c4058e42fcc,ChIJo737ISdcXIYRkTZtp5uC3h4,Taco Express Cafe,3659 Culebra Rd,San Antonio,TX,78228,29.4501436,-98.57452699999999,(210) 263-9899,,,1
1d2ae430-e380-4ded-9176-45bc9e55538a,ChIJY-92MEL1XIYRS04ASaSmO_o,Torchy's Tacos,999 E Basse Rd,San Antonio,TX,78209,29.497568,-98.470455,(210) 824-1603,https://torchystacos.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,,1
08303759-c7fa-4081-8d82-092b7ab8af51,ChIJQY2wrDr2XIYRcStHoEnSG68,Patty's Taco House #1,2422 S Hackberry St,San Antonio,TX,78210,29.3922846,-98.47314519999999,(210) 534-3395,https://pattystacohousesa.com/,,1
9941293e-53b6-4fad-b69c-9db340d46414,ChIJ7USlW69YXIYR_vPrsjrIkxY,Tito's Mexican Restaurant,955 S Alamo St,San Antonio,TX,78205,29.4141238,-98.49093620000001,(210) 212-8226,http://titosrestaurant.com/,,1
91015409-578f-470f-b596-78c3d2fc9935,ChIJvfs0TjVfXIYRlT4og0jnRdU,Tacos de Mama,3709 Blanco Rd,San Antonio,TX,78212,29.4809961,-98.5080079,(726) 205-9131,,,1
449e4860-1e33-4129-a46a-f0b0098d1384,ChIJYbTKfgFcXIYRD8bvtc3uDnc,Taqueria Fiesta Charra,318 Enrique M. Barrera Pkwy,San Antonio,TX,78237,29.4292484,-98.56623599999999,(210) 432-3334,,,1
c7e12c2d-d476-448a-a99b-b64a8a010f85,ChIJ45usu6FfXIYRWr9G-ScCn3c,TINK - A - TAKO / Sandra’s Mexican Food,2919 Blanco Rd,San Antonio,TX,78212,29.4739045,-98.5081668,(210) 738-1161,,,1
cd34e865-90b0-40c5-9e71-f7c7471244e7,ChIJJaZQZVxfXIYRh5TcPHQJFTM,Little Taco Factory,1510 McCullough Ave,San Antonio,TX,78212,29.4431691,-98.4916521,(210) 227-5657,https://www.facebook.com/The-Little-Taco-Factory-Mexican-Restaurant-117834104910145/,,1
e475b26c-3d08-49b2-ab01-945367560abc,ChIJ3376v_D3XIYRVYvdBFQaAB0,Tia's Taco Hut,2402 SE Military Dr #105,San Antonio,TX,78223,29.3514286,-98.45501120000002,(210) 368-9087,https://www.tiastacohuttx.com/,,1
970a8c08-7e76-496a-ad2e-296063bae74d,ChIJ5yzlSk31XIYR-m_HDh2tDYw,Las Palapas - Austin Hwy,1208 Austin Hwy,San Antonio,TX,78209,29.4872365,-98.4465058,(210) 598-8735,https://www.laspalapas.com/,,1
34e2af86-9ab9-4c79-aa59-4c61664a7e63,ChIJ6TO4qUldXIYRyLKcrGh2uyo,Tia's Taco Hut,5423 Evers Rd,San Antonio,TX,78238,29.4860941,-98.5938568,(210) 314-4504,https://www.tiastacohuttx.com/,,1
04bb59f8-2a8b-4291-94ef-9b2ad6d35334,ChIJyWyIiHdfXIYRAXM3XfKCpSw,Naco Mexican Grayson,310 W Grayson St,San Antonio,TX,78212,29.4452218,-98.48440730000002,(844) 536-8127,https://www.nacomexican.com/,,1
86aff2a6-959d-438f-99fe-a66e38e3de9c,ChIJaZZoQ_BfXIYRFDnngcpVLe0,Oblate Cafe,904 Oblate Dr,San Antonio,TX,78216,29.5039935,-98.49323129999999,(210) 826-3363,,,1
19b4deca-c1f0-4dd2-9599-2932dfa78090,ChIJzRnC2hRZXIYRxfT7o1Tc3v4,Rocky's Taco House,1302 Cupples Rd #8,San Antonio,TX,78226,29.3949974,-98.54935619999999,(210) 433-2931,http://www.rockystacohouse.com/,,1
a5898f1c-dc51-46a9-a420-c38e9e9f32a8,ChIJPcsPlelYXIYRvdhSXUzoR2w,Tony's Tacos To Go,1503 Nogalitos St,San Antonio,TX,78204,29.3992054,-98.5132438,(210) 271-7113,https://www.tonystacostogo1.com/,,1
a81775fd-12cc-4357-bf0c-b08ce91e5101,ChIJz_Gm5gFeXIYRNa63ouChX7w,Original Blanco Cafe,7934 Fredericksburg Rd,San Antonio,TX,78229,29.5122222,-98.5677778,(210) 692-3233,http://theoriginalblancocafe.com/,,1
e6e410be-0e26-43da-b9e4-29522e1e3052,ChIJnZg25qBYXIYRQk35gRgKjhs,Las Tapatias De Jalisco,1506 S St Mary's St,San Antonio,TX,78210,29.40676599999999,-98.486335,(210) 532-8800,,,1
ac6b1327-5bce-42e7-ac8e-d8891013f4b6,ChIJ010ZNN71XIYRKWTeZnEIktk,Teresita's Mexican Restaurant,902 N New Braunfels Ave #1447,San Antonio,TX,78202,29.4305037,-98.46119069999999,(210) 212-5322,http://teresitaskitchen.com/,,1
746ff5f1-1363-403f-931c-5f93e800ecd2,ChIJ-7GeA61fXIYRXIHITV_LAeM,Sukie's Taco House,1808 West Ave,San Antonio,TX,78201,29.4779396,-98.5258865,(210) 732-0230,https://www.sukiestacohouse.com/,,1
5ad31f21-0d6c-450e-8305-b5fbcaa0cc41,ChIJF6E6x0BfXIYRTYf4xqiCY6I,Tacowey San Antonio,2023 Vance Jackson Rd,San Antonio,TX,78213,29.4916174,-98.5355768,(210) 723-7054,,,1
