restaurant_place_id,author_name,author_url,rating,text,time,relative_time_description,language,review_date
ChIJNWSBql73XIYRjVFt6F2slV0,Carol A.,https://www.google.com/maps/contrib/105139717538025673636/reviews,4,"I’ve been to this place a few times and the food does not disappoint. My favorite plate is the Carne con Chile, very spicy but really good, goes really well with their homemade corn tortillas. Restrooms are clean, parking lot is not that big, however, I’ve never had an issue finding parking and there is also street parking on the side.",1696305318,a year ago,en,2023-10-02T22:55:18
ChIJNWSBql73XIYRjVFt6F2slV0,Joe Rodriguez,https://www.google.com/maps/contrib/114908766982451103778/reviews,1,"I stopped at La Coronela Mexican Restaurant at 7:10 AM, hoping for a quick and easy breakfast—just four breakfast tacos and two coffees. With only two vehicles ahead of me in the drive-thru, I expected to be in and out in no time. Unfortunately, what followed was a frustrating experience that left me both delayed and disappointed.

Right from the start, the clerk on the speaker was rude, curtly telling me to ""wait a minute"" without any courtesy. When he finally returned, his attitude worsened with an abrupt, ""What do you want?"" I gave my order clearly, but his dismissive tone continued as he repeatedly said, ""And what else?"" after each item, making me feel like I was inconveniencing him.

After placing my order, I pulled forward, becoming the third vehicle in line. A fourth vehicle soon arrived behind me, and I could still hear the clerk’s rudeness as he took their order. In fact, the confusion was so bad that the clerk returned twice to the speaker, mistakenly thinking the same vehicle behind me was a new customer, all while the line remained completely stuck.

By 7:25 AM, after 15 minutes of no movement, I gave up and left without receiving anything. The whole experience was chaotic, unprofessional, and a waste of time.

I may give La Coronela one more chance, but there are other breakfast spots that are friendlier, faster, and more organized—even if they’re a bit out of my way. A good breakfast isn’t just about the food—it’s about feeling welcomed and respected as a customer.

I hope the management at La Coronela addresses these issues and trains their staff to deliver the kind of service that keeps customers coming back.",1739888199,3 months ago,en,2025-02-18T08:16:39
ChIJ-Q4IXm32XIYRkS5OzdwdBY0,Joshua Espitia,https://www.google.com/maps/contrib/116405811861764218136/reviews,5,"This is the perfect calm restaurant to show what San Antonio REALLY is. None of those gussied up fake bougie restaurants downtown, have any of the soul and authenticity that this place does. A very calm, and great atmosphere to eat with friends, family, or even yourself. Sure, it’s not in its prime as it was back in the day, but the food is just as tasty, and the workers are just as passionate about the food they make!",1748652524,a week ago,en,2025-05-30T19:48:44
ChIJ-Q4IXm32XIYRkS5OzdwdBY0,Benjamin Salazar,https://www.google.com/maps/contrib/115217011842682806075/reviews,3,"The food is fine and the service needs improvements. The atmosphere is disgusting, especially the restrooms. I have not been here in years but I remember it being a lot better. Not sure how this place is still open. Please make some improvements to everything. Thank you.",1747349009,3 weeks ago,en,2025-05-15T17:43:29
ChIJ-Q4IXm32XIYRkS5OzdwdBY0,Hs Ortiz,https://www.google.com/maps/contrib/107621582114603960717/reviews,1,"The cashier always tries to cheat me with my change.  Yrs ago the first time was about $4.  2nd time was $10.  I got my money back so WATCH YOUR BILL AND WHAT YOU PAY.  Also if they don't have enuf coins to give you back as change, they won't give you anything.  They will  keep it.  If that's the case, then its not my fault they are not prepared with enuf coins/change and should give me a few pennies or coins more, NOT KEEP IT.  WATCH WHAT YOU PAY BCUZ THEY CHEAT YOU INTENTIONALLY !!!!   AFTERALL IT IS THEIR FAULT NOT THE CUSTOMERS FAULT.",1749000458,in the last week,en,2025-06-03T20:27:38
ChIJ-Q4IXm32XIYRkS5OzdwdBY0,Lux. ATX,https://www.google.com/maps/contrib/117083596157761189768/reviews,4,"Good menu. Great prices but everything tasted the same, ask for sauce.
*VISIT @Houseofbeautyaustin before your next outing to take care of those Lashes!
@Austin360Cam for those 360PHOTO BOOTH rentals.",1684843353,2 years ago,en,2023-05-23T07:02:33
ChIJ-Q4IXm32XIYRkS5OzdwdBY0,Manuel Rios,https://www.google.com/maps/contrib/101727366012617291820/reviews,4,"I stopped in with my brother-in-law yesterday to try it out because he said he hadn’t been here so I always said there’s always cars here so we tried it out. We got the Barbacoa special which is a good deal, but the car was kind of dried out patch at salsa and spices to it to make a little better. Tortillas were homemade corn pretty good. What surprise was the Carne guisada tacos were pretty damn good.",1701275574,a year ago,en,2023-11-29T10:32:54
ChIJyXzGQjJfXIYR3-WmPtulBbQ,Isabel Lopez (Izzy),https://www.google.com/maps/contrib/103561843443615036886/reviews,5,I totally recommend this place. The food is delicious. The ladies are very nice and personable. And they are on top of their game. Everyone even the customers are lively. I come here all the time,1678899952,2 years ago,en,2023-03-15T12:05:52
ChIJyXzGQjJfXIYR3-WmPtulBbQ,Irene Garza,https://www.google.com/maps/contrib/111530659392666374937/reviews,5,"This is a must visit every time we’re in San Antonio. Sure there are plenty of restaurants that serve good food but the bigger restaurants are always so packed. Here, we’re always guaranteed good tasting food without the long waits or breaking the bank. You must check it out if you’ve never been. Never judge a book by its cover. This place is nothing fancy but the hospitality and the food is great every time!",1648069813,3 years ago,en,2022-03-23T16:10:13
ChIJyXzGQjJfXIYR3-WmPtulBbQ,JoseAngel Siller,https://www.google.com/maps/contrib/108964304535375212735/reviews,4,"My favorite place for menudo. And their champurrado (pictured) is pretty darn good. Brings back memories.

5/1/22 Same great food as always!. The best menudo on the Westside. The barbacoa is perfect.The coffee is ALWAYS on point and they are now selling humongous buñuelos! Love this place!",1651420346,3 years ago,en,2022-05-01T10:52:26
ChIJyXzGQjJfXIYR3-WmPtulBbQ,mike castro,https://www.google.com/maps/contrib/102957500058741588061/reviews,4,"2nd time there food is hot delicious tortillas are homemade, plates have large portions,  tacos are big and full, service is prompt and friendly,  always checking on you for coffee / tea refills prices are very reasonable,  definitely come back",1707622149,a year ago,en,2024-02-10T21:29:09
ChIJyXzGQjJfXIYR3-WmPtulBbQ,wiskey women,https://www.google.com/maps/contrib/101775498670416924424/reviews,4,"Pretty good food and got the price, go in through that lobby to get into the sitting area",1719959478,11 months ago,en,2024-07-02T17:31:18
ChIJT1hp3L1fXIYRl3yxmAkkaEE,Felipe Orta,https://www.google.com/maps/contrib/104109483367087612937/reviews,4,"A great experience.  Fantastic service. The food was awesome, and the tortillas were great.",1733787063,5 months ago,en,2024-12-09T17:31:03
ChIJT1hp3L1fXIYRl3yxmAkkaEE,BRC Media,https://www.google.com/maps/contrib/117902669266627021213/reviews,4,"BEST CARNE GUISADA in a 3 mile radius! Establishment is usually clean with friendly staff. Food is made to order and always comes out hot n fresh. Nice portions sized tacos. Huevos rancheros and enchilada's for brunch today and delicious pancakes for the girls...we come here to eat often.bfor breakfast or for lunch to go... You can even call your order in and pick up or swing by the drive thru. They do close early about 3 pm if not mistaken.  Limited parking, clean restrooms, good food, decent price. Family of four are for under $40!. Thanks again friends for the good comida!",1653075625,3 years ago,en,2022-05-20T14:40:25
ChIJT1hp3L1fXIYRl3yxmAkkaEE,Christopher Flores,https://www.google.com/maps/contrib/110751896398464502950/reviews,5,Very good food prices are just right tacos are great tasting,1747531175,2 weeks ago,en,2025-05-17T20:19:35
ChIJT1hp3L1fXIYRl3yxmAkkaEE,PinkT22,https://www.google.com/maps/contrib/113242741546595644268/reviews,4,"Although this place said it had higher ratings...I thought it will be packed ... But it wasn't... The place is clean and affordable, the costumer service was nice and quick... The food was at our table hot and presentable...",1638367725,3 years ago,en,2021-12-01T08:08:45
ChIJT1hp3L1fXIYRl3yxmAkkaEE,Elvira O,https://www.google.com/maps/contrib/103605013945875164251/reviews,5,"Update: Gave these place another go..The waitresses were kind and attentive. Food was fresh and delicious. I will be back for sure.
Waitress was not attentive. We had to ask for refills, silverware,and napkins. When I placed my order of carné con chile rojo, they said they were out. So I ordered chicken quesadillas and they gave me chicken fajitas.
The food was good unfortunately it's not good enough for me to go back.",1735417814,5 months ago,en,2024-12-28T14:30:14
ChIJvWcFVBz1XIYRHuFYFAlqI7g,Patricia Franco,https://www.google.com/maps/contrib/108053330807902294080/reviews,1,"Great food but the drive through staff always forget parts of our order. Today, I ordered a number 1 and number 10. I paid and tipped thinking it was for both plates. However, when I got home, I learned I only had the number 1. When I called to speak with someone, the drive through individual (Flor) was dismissive and didn’t offer any assistance. She simply told me to come back and she would charge me for the food she forgot to put in. Unbelievable!",1741374390,3 months ago,en,2025-03-07T13:06:30
ChIJvWcFVBz1XIYRHuFYFAlqI7g,Gerry Lee,https://www.google.com/maps/contrib/117498286423161721053/reviews,5,"This is an excellent small restaurant. The food was delicious,  the service friendly,  and a calm, quiet atmosphere.  Very combative to my needs.",1746555559,a month ago,en,2025-05-06T13:19:19
ChIJvWcFVBz1XIYRHuFYFAlqI7g,Arie C,https://www.google.com/maps/contrib/107758708279394037588/reviews,5,"Best breakfast tacos on Austin Hwy! Great options for breakfast and lunch! They close at 3 pm daily, so not ideal for dinner, more like a late lunch. The employees are always kind and offer exceptional customer service!",1722705637,10 months ago,en,2024-08-03T12:20:37
ChIJvWcFVBz1XIYRHuFYFAlqI7g,Dave Kenny,https://www.google.com/maps/contrib/111348854528100914308/reviews,4,"A solid 4 outta 5 ⭐️’s every time. Just like the OG in Hawaii, and that’s for the food, service, and atmosphere. Great place to go for a lunch that will drive the conversation through the food & atmosphere!",1735598457,5 months ago,en,2024-12-30T16:40:57
ChIJvWcFVBz1XIYRHuFYFAlqI7g,Albert Tankersley,https://www.google.com/maps/contrib/117856002754805077032/reviews,5,"Thank you Sandra! Hey, this place has a great special 5.00 and its really good. I'm going back for the porkchop lunch special on Tuesday. Underrated but always seems busy, construction crews can't all be wrong!!",1622222105,4 years ago,en,2021-05-28T12:15:05
ChIJLa8BpqNZXIYRwTe5BxvmoVI,April Cee,https://www.google.com/maps/contrib/104834113100247176386/reviews,4,"I want to start by saying the tacos were very very delicious made to order, sweet tea was phenomenal only one star short cause the beans tasted slightly burnt but other than that I really enjoyed the tacos and service was great. Will still come back and do still recommend due to the tacos tasting so fresh & homemade.",1744824013,a month ago,en,2025-04-16T12:20:13
ChIJLa8BpqNZXIYRwTe5BxvmoVI,Ariel Alvarez,https://www.google.com/maps/contrib/101321902929201073275/reviews,5,Second time coming and haven’t been disappointed at all. Food takes a minute to come out but it’s because they’re making it to order and it always comes out hot and fresh. The tortillas are soft and delicious and the carne guisada was so tender and flavorful. The potato’s that come on the side are always soft with a crispy edge. The salsa could be hotter but that’s just my opinion I like to feel my lips burning lol. Added some pics of the food and breakfast taco special also they have received a blue plate so you know it’s good.,1725554186,9 months ago,en,2024-09-05T11:36:26
ChIJLa8BpqNZXIYRwTe5BxvmoVI,Andrew Roberts,https://www.google.com/maps/contrib/100781284803418331521/reviews,5,Fantastic food. We were taken here for lunch and I loved it. All the sauces were very good. The guacamole was some of the best I’ve had. For my meal I got the beef puffy tacos and they were very tasty. If your looking for good food this is a good place to go,1697056610,a year ago,en,2023-10-11T15:36:50
ChIJLa8BpqNZXIYRwTe5BxvmoVI,Jesse Diaz,https://www.google.com/maps/contrib/103010126137704778624/reviews,5,"Had one of the best enchilada plate I've ever had. Was amazing, everything was perfect.",1743555967,2 months ago,en,2025-04-01T20:06:07
ChIJLa8BpqNZXIYRwTe5BxvmoVI,Sage Faz,https://www.google.com/maps/contrib/113237502461298432067/reviews,4,"Food was very good 10/10 my opinion. Wait time about 15 mins but could tell food was made to order so perfectly fine with it.
I had Carne Guisada taco w/ avacado and the Enchilada Reyna Plate, flour tortillas homemade can tell delicious.

All in out 4/5 ⭐️ mainly just bcuz for my preference I would of like some chips & salsa I did not get any. Idk if they just don’t do it or if you have to ask. Other than that 1 thing, I recommend this place all in out. Will likely be back again 👏",1716320934,a year ago,en,2024-05-21T14:48:54
ChIJi-b-t832XIYRdePFA4pffeU,Sergio R,https://www.google.com/maps/contrib/116924033845728310359/reviews,2,"This place has good service but the cooking is mid I would say, the shrimp is not cleaned, still has poop inside and I found a piece of aluminum in my food probably for the stuff they use to clean the plates.",1739902560,3 months ago,en,2025-02-18T12:16:00
ChIJi-b-t832XIYRdePFA4pffeU,Paul,https://www.google.com/maps/contrib/108976745273958544598/reviews,4,"Food was good, service was quick.

I have a friend who used to eat frequently at one of the other locations. Since I had heard so much about Los Dos Laredos, I decided to give it a try. His family prefers it over the places I frequent.

I ordered the enchilada plate with a taco. The food came out quickly and was nice and hot. Chips and salsa were served with the plate. The food was pretty good, but I still prefer my favorite places for enchiladas.

Service was good, prices were fair and the portions were large. I would return here again to try some more items. The menu had a huge selection on it.",1632567957,3 years ago,en,2021-09-25T06:05:57
ChIJi-b-t832XIYRdePFA4pffeU,Jose M Lopez,https://www.google.com/maps/contrib/112255837110739451375/reviews,5,"Family owned for many years. A testament of continuous good service, quality food and good prices.",1742569728,2 months ago,en,2025-03-21T10:08:48
ChIJi-b-t832XIYRdePFA4pffeU,Pamela G,https://www.google.com/maps/contrib/109603329200067579264/reviews,3,"The reason I am writing this review
is because the food is good the service will be better but every time I go through the drive-thru they keep my change this is the second time I get home and realize I never got my change back so if they're doing this to me they're doing this to other people and it's adding up you don't do this to a person two times in a row and it's not something that you do all the time take people change and keep it and it's always the same woman at the window Today is May 1, 2025 this was done to me last week also last week I thought it was an honest mistake now I know it's not next time I'll pay more attention",1746111295,a month ago,en,2025-05-01T09:54:55
ChIJi-b-t832XIYRdePFA4pffeU,Kiona Pritchard,https://www.google.com/maps/contrib/103191396139946484115/reviews,5,"Food was absolutely amazing! Staff was quick, friendly, and made sure that we had everything we need.",1747850547,2 weeks ago,en,2025-05-21T13:02:27
ChIJl4-xDK1fXIYRZeaQOIq5-xQ,Crysten Hernandez,https://www.google.com/maps/contrib/104224512970312364999/reviews,5,I love eating here!!! The food is so delicious 😋 I always get an electrico taco and also a bean and cheese taco. I saw hands down best bean and cheese ever!! The sopes are made fresh and are the best too!! The waitresses are very great with attending you and servicing you!!,1745765059,a month ago,en,2025-04-27T09:44:19
ChIJl4-xDK1fXIYRZeaQOIq5-xQ,Gmed2100,https://www.google.com/maps/contrib/105174387743787320907/reviews,5,"I love this place, the Tex Mex home cooking and cozy environment is something to definitely try out. The tortillas the, enchiladas, the carne guisada and asada are all something to try, they have specials every day. On Mondays is the enchiladas special. Sometimes I think it's the N.C. neighborhood is the only place I can find food like this the culture around here is different in it's cooking. You can sit at the small bar or grab a table. The tea is also something to talk about, also they use American cheese on there plates. Some places use cheddar, totally different tastes. So put it on your places to try!",1665425770,2 years ago,en,2022-10-10T13:16:10
ChIJl4-xDK1fXIYRZeaQOIq5-xQ,Vanesa Perez,https://www.google.com/maps/contrib/116232084956836896165/reviews,5,Love this place their prices are so good their cheese enchiladas are amazing serious I eat them everywhere and trust me you won’t be sorry oh ! And get the carne guisada with cheese taco ! Btw the owner is the cook so you know she cares,1697170356,a year ago,en,2023-10-12T23:12:36
ChIJl4-xDK1fXIYRZeaQOIq5-xQ,valencia valencia,https://www.google.com/maps/contrib/104269132400807392536/reviews,1,I thought I was walking into a red zone…not sure what is going on in this place or what “type” of service they offer there but it is not in the food industry. I didn’t feel comfortable and decided to leave and thus was charged almost $10 for 2 iced teas. No happy ending at this spot…run.,1730745030,7 months ago,en,2024-11-04T12:30:30
ChIJl4-xDK1fXIYRZeaQOIq5-xQ,Albert Mata,https://www.google.com/maps/contrib/115850593563942284041/reviews,3,"1st Time here. Salsa was Delicious, Tea Delicious, Prices very Reasonable, Restaurant was Clean but This Soft Taco Plate looked good but the Taste was bearly ok. I will not come back to this Restaurant.",1659398215,2 years ago,en,2022-08-01T18:56:55
ChIJ4Tb8IydcXIYRBZKiE_uEPp4,Andres Garza,https://www.google.com/maps/contrib/112062787200600271661/reviews,1,Food was terrible. Chips tasted burnt. And so did the cheese enchiladas. My wife got the fajita nachos. Worse looking nachos I’ve ever seen. Then the price was outrageous. When I asked for an itemized receipt saw that they added $15 for their own tip when I gave a tip on my receipt. I grew up in this neighborhood. First and last time I ever go there. If you visit check your receipt. They blamed the machine but all they are is crooks and bad cooks,1742693969,2 months ago,en,2025-03-22T20:39:29
ChIJ4Tb8IydcXIYRBZKiE_uEPp4,Lorraine Campos,https://www.google.com/maps/contrib/107318876531091923791/reviews,5,"I don't have a pic of the food but instead a pic of my friends  karaoking! This is a fun, family atmosphere.Primarly Spanish karaoke but occasionally we do have some English songs too. And some folks will be dressed to impress!!",1717874859,12 months ago,en,2024-06-08T14:27:39
ChIJ4Tb8IydcXIYRBZKiE_uEPp4,Gotti Espinoza,https://www.google.com/maps/contrib/101544555790413240069/reviews,5,"First time coming and I loved it. The food was on point, really clean, bathroom clean and service was amazing 👏🏼 👌🏼",1726979833,8 months ago,en,2024-09-21T23:37:13
ChIJ4Tb8IydcXIYRBZKiE_uEPp4,jsand210,https://www.google.com/maps/contrib/118206190166407723164/reviews,5,"Good food & portions, great daily specials & excellent service",1745790664,a month ago,en,2025-04-27T16:51:04
ChIJ4Tb8IydcXIYRBZKiE_uEPp4,Anastasia Pearl,https://www.google.com/maps/contrib/107228684247018705611/reviews,5,"We came in for a quick little lunch between work, and I'm so glad we did!!! The feels of this place is like home, everyone is incredibly friendly and happy! The food is absolutely delicious and doesn't hurt the wallet, I got the chorizo plate while my fiancee got the beef enchiladas 😍😍😍 So so good! I even stole a couple bites of her enchilada to try, absolutely amazing!!! If I could give 100 stars I would. Our server was very kind and helpful with all our questions, definitely coming back!!",1730675477,7 months ago,en,2024-11-03T17:11:17
ChIJIyuIWjJfXIYRPAno-4NA04U,vixieyes,https://www.google.com/maps/contrib/108179213805899252726/reviews,5,"Was on an adventure in the city and stumbled upon this cute, cozy taqueria. The beautiful Aztec portrait on the door caught my attention. The food was traditionally amazing and filling. Definitely party vibes inside...",1729527486,7 months ago,en,2024-10-21T11:18:06
ChIJIyuIWjJfXIYRPAno-4NA04U,Melanie Rubio,https://www.google.com/maps/contrib/110788075694489343247/reviews,2,We got here on a Sunday completely empty. Our server was very quiet felt a little awkward. The whole atmosphere was quiet since we were the only ones. I ordered tacos.. the tortillas were really oily my hands were sticky. The meat was literally just fat. Super gooey and slimy I couldn’t eat it I had to return.,1747607108,2 weeks ago,en,2025-05-18T17:25:08
ChIJIyuIWjJfXIYRPAno-4NA04U,Justin G,https://www.google.com/maps/contrib/118386137118731987487/reviews,1,"Carnitas were dry and tasted like they’ve been sitting there. The refried beans were from a can as well dry like if they’ve been sitting there, their rice was passable. I would not recommend this place at all… 4 dinner plates and 1 appetizer with drinks, seriously overpriced I only give one star and there was half a star I would’ve gave that and I seriously don’t know how there’s another location of like this one existing,
Because location #1 needs to close down.. No Cap",1745636349,a month ago,en,2025-04-25T21:59:09
ChIJIyuIWjJfXIYRPAno-4NA04U,Francisco S,https://www.google.com/maps/contrib/103704806154789438233/reviews,3,"Decent meals with decent prices. Chips and queso are made fresh, which also means they are super greasy. The rice had to be served seperate because they still needed to make it. It was also a bit hard and crunchy. The rest of the food was quite flavorful and dinner plates are about $9, which is really great.",1648353720,3 years ago,en,2022-03-26T23:02:00
ChIJIyuIWjJfXIYRPAno-4NA04U,M G,https://www.google.com/maps/contrib/104735523813979984056/reviews,5,"You should try this place. It is part of a chain, but the chain is local, so it still counts as local food!

I can't say much about their entire menu because I only got 2 tacos, but it was enough to give me the strong impression that the food is authentic SouthTex-Mex/Mexican. The tacos were filled, and they didn't skimp on what they put inside.
I had a been and chorizo taco. It may not look glamorous, but beans aren't supposed to be.
I also had a michocado a la Mexicana.  Forgive me if I ate most of it before I took the picture.",1725202731,9 months ago,en,2024-09-01T09:58:51
ChIJe0oMwFVeXIYR-G_6wjhCTJU,D M,https://www.google.com/maps/contrib/115018266767729490013/reviews,3,"We went here for lunch and the waitress was nice but they were so busy, and not enough help. We waited over 30 minutes for tacos and a plate. The cashier was not very outgoing but probably because she was stressed out due to not having enough help. Also the steak we ordered, was supposed to be medium rare and came out well done. Wasn't going to send it back, that would have taken even longer. The waitress' name was Perla and she was nice and professional.
I forgot to add that the corn tortillas were very good.",1744409796,a month ago,en,2025-04-11T17:16:36
ChIJe0oMwFVeXIYR-G_6wjhCTJU,Devin Trejos,https://www.google.com/maps/contrib/112571799123773357073/reviews,5,"Almost left before sitting down since  none of the workers acknowledged us. However,  it was super packed and busy on a Sunday afternoon.
We stayed the course and found our own table.
Drinks and chips took awhile at first and ordering as well but  once we ordered took about only 10 to 15 minutes to arrive.
The quality, taste, and amount if food you get makes up for the initial wait.
Affordable,  family friendly, and variety of Mexican cuisine makes it more than worthy stop.
Food is delicious, workers are nice, and even the sweet tea is refreshing with free refills.
Torta, Chile Relleno, tacos, nachos,  pork chop and eggs, gorditas were all so good!
Highly recommend and will return!",1702852590,a year ago,en,2023-12-17T16:36:30
